customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C3470,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),28.49,445.07,No
C3471,Female,1,No,No,1,No,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.71,219.9,Yes
C3472,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,103.79,3960.0,Yes
C3473,Female,0,No,No,38,No,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.81,3894.94,Yes
C3474,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),97.19,6873.72,No
C3475,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,18.03,1037.78,Yes
C3476,Female,0,No,Yes,26,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,24.96,669.9,No
C3477,Female,0,Yes,No,11,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,78.08,919.53,No
C3478,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,96.4,6710.55,Yes
C3479,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.04,1460.29,No
C3480,Male,1,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,71.98,602.72,No
C3481,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,71.13,1211.95,Yes
C3482,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,26.93,776.19,No
C3483,Female,0,No,Yes,29,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),112.72,3204.46,No
C3484,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.91,1190.73,Yes
C3485,Male,0,Yes,Yes,65,No,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),39.41,2540.56,No
C3486,Female,0,No,No,34,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.86,2755.99,Yes
C3487,Female,0,Yes,Yes,50,No,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.41,999.81,No
C3488,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,116.03,8140.85,No
C3489,Male,0,No,No,70,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.31,3896.6,No
C3490,Male,1,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,48.14,1263.57,No
C3491,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),33.47,270.42,No
C3492,Female,0,No,No,42,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),69.84,2938.09,No
C3493,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,57.73,3176.1,No
C3494,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.26,3485.99,No
C3495,Female,1,Yes,No,5,No,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),31.51,211.5,No
C3496,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,51.19,219.79,Yes
C3497,Female,0,Yes,No,47,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,101.65,4841.9,Yes
C3498,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.04,85.11,Yes
C3499,Female,0,Yes,No,50,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.42,3875.6,No
C3500,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),94.77,5750.63,Yes
C3501,Male,0,No,Yes,18,Yes,No phone service,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.47,1369.81,Yes
C3502,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.78,36.65,No
C3503,Female,0,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,112.43,5565.26,No
C3504,Female,1,No,No,25,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,69.03,1712.48,Yes
C3505,Male,0,Yes,No,69,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.53,6513.3,No
C3506,Male,0,No,No,19,No,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),107.26,1974.98,No
C3507,Female,1,No,No,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,107.69,2372.56,No
C3508,Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),113.18,6019.91,No
C3509,Female,0,No,No,14,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,84.03,1258.16,Yes
C3510,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,82.59,337.95,No
C3511,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.44,1457.14,No
C3512,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Electronic check,50.04,338.4,No
C3513,Female,0,No,No,56,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.55,4486.67,Yes
C3514,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.57,2129.79,No
C3515,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,54.61,2636.26,Yes
C3516,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,34.95,705.66,No
C3517,Female,0,No,No,35,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),94.56,3355.14,Yes
C3518,Female,0,No,No,70,No,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,82.37,5817.36,No
C3519,Male,1,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.83,6217.0,Yes
C3520,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),63.35,3533.56,No
C3521,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.05,5788.98,No
C3522,Female,1,Yes,No,15,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,65.5,962.64,Yes
C3523,Female,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.34,334.8,No
C3524,Male,1,No,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,30.98,1607.39,No
C3525,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,21.72,173.96,No
C3526,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),93.99,1561.5,No
C3527,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.84,3676.18,No
C3528,Female,0,No,No,38,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.79,2032.27,Yes
C3529,Male,0,Yes,Yes,0,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.38,0.0,Yes
C3530,Female,0,No,Yes,36,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),46.1,1518.32,No
C3531,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,92.65,1866.14,No
C3532,Female,0,Yes,Yes,0,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,77.35,0.0,Yes
C3533,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,21.42,46.52,Yes
C3534,Female,0,Yes,Yes,57,Yes,Yes,No,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),42.64,2439.4,No
C3535,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),82.16,0.0,No
C3536,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,39.19,534.12,No
C3537,Female,1,Yes,No,45,No,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,78.17,3508.8,No
C3538,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,90.1,4104.56,Yes
C3539,Male,1,Yes,Yes,6,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,53.35,318.29,Yes
C3540,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.53,4525.91,No
C3541,Male,0,Yes,No,2,No,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,83.57,139.47,Yes
C3542,Male,0,Yes,No,49,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,118.71,5741.56,No
C3543,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,80.69,2021.65,No
C3544,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),46.09,1393.83,No
C3545,Male,0,No,Yes,61,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,43.21,2664.34,No
C3546,Female,0,No,No,25,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,85.29,2021.0,Yes
C3547,Male,0,No,No,66,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.55,2001.78,No
C3548,Female,0,Yes,No,54,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),41.09,2182.78,Yes
C3549,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,18.91,625.2,No
C3550,Female,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.17,2971.96,Yes
C3551,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,98.13,3552.83,Yes
C3552,Male,0,No,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.09,2062.56,No
C3553,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,47.13,3028.19,Yes
C3554,Male,0,Yes,No,7,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),103.47,755.27,No
C3555,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,67.44,917.18,No
C3556,Female,0,No,No,61,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,88.35,5315.57,Yes
C3557,Male,0,No,No,62,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.62,7344.92,No
C3558,Female,0,No,No,65,Yes,Yes,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),101.0,6594.13,No
C3559,Female,0,Yes,No,39,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4149.83,Yes
C3560,Female,1,No,No,12,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,30.31,321.51,No
C3561,Female,1,No,Yes,16,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,73.15,1141.39,No
C3562,Female,0,No,No,14,Yes,Yes,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.7,1689.52,Yes
C3563,Male,0,No,No,32,Yes,No,No,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),51.02,1589.46,No
C3564,Female,0,No,No,15,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,22.26,311.74,No
C3565,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,21.47,200.72,No
C3566,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),117.83,2563.84,No
C3567,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.29,2223.39,No
C3568,Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),47.05,2021.6,No
C3569,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,No,Electronic check,70.42,3401.53,No
C3570,Female,0,No,No,12,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,80.24,1098.08,No
C3571,Male,0,Yes,No,29,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,107.84,3172.25,No
C3572,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.15,3516.76,No
C3573,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.01,3011.27,No
C3574,Male,1,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.54,3132.96,No
C3575,Female,0,Yes,No,9,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),73.95,661.34,No
C3576,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),97.72,6321.08,No
C3577,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,63.15,2354.98,No
C3578,Female,0,No,No,36,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,46.31,1644.35,No
C3579,Female,0,No,Yes,2,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.52,253.95,Yes
C3580,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,100.34,3362.39,Yes
C3581,Male,0,No,No,37,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),46.8,1821.84,No
C3582,Female,0,Yes,No,13,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.7,1082.96,Yes
C3583,Female,0,No,No,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,43.13,2744.19,No
C3584,Male,0,No,Yes,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.42,4193.67,No
C3585,Female,0,No,Yes,53,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.66,1340.81,No
C3586,Female,0,No,Yes,1,Yes,No,No,No,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),57.0,72.48,No
C3587,Female,0,No,No,42,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,84.31,3543.14,No
C3588,Female,0,No,No,52,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.74,5487.47,No
C3589,Male,0,No,No,2,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,Yes,Mailed check,99.13,159.28,No
C3590,Female,0,No,No,40,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),87.78,3502.38,Yes
C3591,Female,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,112.46,781.65,No
C3592,Male,0,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,20.48,1250.77,Yes
C3593,Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),117.91,7590.34,Yes
C3594,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,53.27,143.72,No
C3595,Female,0,No,Yes,67,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.32,6269.69,Yes
C3596,Male,1,Yes,No,9,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.48,371.53,Yes
C3597,Male,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.3,2939.66,No
C3598,Male,0,Yes,No,22,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,107.35,2314.39,Yes
C3599,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,63.72,3827.03,No
C3600,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,108.25,5012.15,Yes
C3601,Male,0,No,No,2,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),74.0,104.47,Yes
C3602,Female,0,No,No,16,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),44.94,769.37,No
C3603,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,67.61,1351.73,No
C3604,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,27.05,413.13,Yes
C3605,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Electronic check,66.77,60.29,Yes
C3606,Female,0,No,No,51,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.34,5089.64,No
C3607,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,25.02,814.02,No
C3608,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.81,1763.88,Yes
C3609,Female,1,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),61.09,98.15,No
C3610,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Credit card (automatic),95.3,3717.59,No
C3611,Female,1,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.61,4249.95,Yes
C3612,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,108.5,5141.13,No
C3613,Female,0,No,Yes,26,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.84,835.91,Yes
C3614,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,33.88,429.93,No
C3615,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,86.24,526.09,Yes
C3616,Female,0,No,Yes,56,No,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),36.37,2102.36,No
C3617,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.21,2451.12,Yes
C3618,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),73.02,549.32,Yes
C3619,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,44.2,192.78,No
C3620,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.54,4902.02,Yes
